date,open,high,low,close,EMA,MA,Volume,Volume MA,Basis,Upper,Lower,RSI,Position,Close-crude oil,Close-xau,Value-DIFF,Value-MWNTD,Value-MWTRV,Value-MIREV,Value-HRATE,Value-BLCHS,Value-AVBLS,Value-BCDDY,Value-ATRCT,Value-TOTBC,Value-MKTCP,Close-future
2018-01-01,13891.70874183,13922.40014543,12896.23514622,13430.38370105,14220.043359345742,12606.725002013598,58536.31780903,126032.3686341513,15687.0723072955,19580.11984255993,11794.024772031073,45.91054384942088,False,60.24,85.27,1922580604979.83,37593.0,64570.53499428,32334328.9867,14975580.9596883,149276.389109,1.0433825,?,13.9,16774887.5,224791879943.75,14855.0
2018-01-02,13440.74842256,15229.62705309,12939.51734208,14729.82701244,14322.000089964591,12770.887916368998,112163.50553989,125133.14073783478,15604.870098427,19505.859135729846,11703.881061124155,51.66409957396519,True,60.37,88.14,1931136454490.0,43995.0,55603.7995959,40553327.6417,16415540.6674,149454.462968,1.04136759649,?,13.9,16778587.5,251777079093.99997,14975.0
2018-01-03,14742.56747046,15413.04734005,14621.95790035,15138.6038556,14485.320843091677,12941.5049424124,82104.94857226,124733.98788753878,15535.5767375745,19417.954467935844,11653.199007213154,53.34534950682313,True,61.63,87.08,1931136454490.0,48906.0,63696.6425804,41037010.8705439,15071578.2735,150451.629839,1.06551321019108,?,7.98333333333,16780450.0,252713577000.0,14900.0
2018-01-04,15133.60219168,15400.72201625,14229.72061673,15191.60173221,14626.57702091534,13099.5342754844,89276.71706491,122958.01382037128,15415.248401628498,19181.911122523125,11648.58568073387,53.57083066047558,True,62.01,87.79,1931136454487.0,51380.0,74606.12685542,42527795.29,16127548.7258182,149800.808436,1.06583270238,?,13.95,16782650.0,255085455191.0,16590.0
2018-01-05,15200.64415624,17135.40645163,14851.77157987,16962.59700651,15093.781018034271,13281.9178681258,113037.55828186,123982.13143726978,15297.1668307505,18696.40315694049,11897.930504560509,60.44958727948114,True,61.44,87.39,1931136454490.0,39627.0,70424.576013,41569957.46,13727615.8797,149953.480355,1.0676357972,?,13.95,16784437.5,288257943758.0,?
2018-01-06,16960.52768538,17207.95646147,16264.78865448,17135.31189986,15502.087194399415,13470.830908108,64647.56205484,122621.39737834378,15202.461820044002,18269.831366290942,12135.09227379706,61.055571663819606,True,61.44,87.39,1931136454490.0,65737.0,54817.1871836,46563789.9760972,16127548.7258,150950.682578,1.05460916071429,?,9.48333333333,16785950.0,278772664625.0,?
2018-01-07,17140.24635525,17145.9194935,15756.18736742,16145.24532235,15630.718819989534,13638.2628405472,62301.19953458,120300.8250920168,15063.5642143935,17659.826758214836,12467.301670572164,55.77957060159078,False,61.44,87.39,1931136454487.0,41153.0,37108.84839316,43826673.4267,15551564.8427532,150300.388301,1.04773831481,?,14.3,16788562.5,279554272793.0,14905.0
2018-01-08,16137.04041349,16227.49446111,13921.03779318,14987.66405866,15502.107867723627,13777.411229995,125037.87794726,119638.6879735793,14931.944913111502,17248.259399680923,12615.63042654208,50.305995375331456,False,61.73,86.29,1931136454490.0,50055.0,53037.8324159,41050023.0267,15935554.0981,150474.795925,1.05064833735,?,14.3,16790637.5,256324304949.0,14750.0
2018-01-09,14973.09073095,15341.39680399,14204.22477601,14433.61104905,15288.4085039889,13901.4277566668,88577.00596706,114661.6821612318,14829.321994411,17040.60978130139,12618.034207520606,47.88401300552301,False,62.96,84.95,1931136454490.0,52481.0,90988.0321959,43234479.1223377,15743559.4704,151471.960884,1.05459934756098,?,14.875,16791475.0,249773190625.0,14450.0
2018-01-10,14444.5305586,14871.22640407,13463.64351655,14871.22640407,15204.97208400512,14036.794584010198,117258.1661223,113869.92262117332,14793.116523911502,16976.587635148157,12609.645412674843,49.934312625774936,True,63.57,86.07,1931136454487.0,50262.0,68721.14407769,41068171.475,15935554.0981299,150823.410584,1.0581949759,?,13.7,16794762.5,254044267489.0,13385.0
2018-01-11,14887.01342824,14943.49492129,12837.98614409,13285.40564604,14821.058796412097,14137.789876047398,133778.82174471,103300.1461553348,14766.390962820002,17009.13570426721,12523.646221372794,43.2882739636542,False,63.8,87.04,1931136454490.0,51638.0,72378.9908608,40136372.689,18527481.5719,151027.434253,1.05711745596,?,13.7,16797012.5,224601252643.75,13945.0
2018-01-12,13262.99570037,14100.98344746,12850.81244261,13803.69466843,14617.585970815677,14253.8181322512,77318.43347808,100783.2291421228,14726.329344896005,17007.475318500616,12445.183371291389,45.82607005753438,True,64.3,89.11,1931136454490.0,51150.0,57290.2611555,38771602.2774424,17087521.8643,152024.622243,1.05466875842697,?,11.425,16799400.0,233728069871.0,?
2018-01-13,13818.21162003,14547.87115293,13805.75610311,14202.47313419,14534.563403490542,14373.7475891118,55764.58698504,96864.2436883748,14739.103424932502,17005.463022490214,12472.74382737479,47.762967939059855,True,64.3,89.11,2134254177773.12,39690.0,42142.14043794,33603224.7,16501289.1137539,151366.346293,1.0146375906,?,9.68333333333333,16801262.5,243614497964.0,?
2018-01-14,14199.65371328,14352.5591276,13058.60549648,13629.62890818,14353.576504428433,14471.335788267,65008.85415871,95958.29966150028,14726.0967036725,17014.681451653458,12437.511955691543,45.25964406197717,False,64.28,89.11,2227847638500.0,39943.0,42758.4330847,32575141.38,17165770.5546,151529.198247,1.05065776774,?,9.68333333333,16802512.5,222679339660.324,?
2018-01-15,13625.73314087,14337.5111867,13421.12983563,13590.98149478,14201.057502498748,14557.204848046998,66350.4128078,93532.1388435008,14618.809793486502,16909.007113426225,12328.612473546777,45.08795018639208,False,64.73,89.11,2227847638500.0,47256.0,48717.7594678,33038806.9201573,16612036.0206,152526.356471,1.05933004666667,?,7.73333333333,16805075.0,235476004695.0,11160.0
2018-01-16,13609.04338224,13622.54429661,10053.90618972,11356.70240069,13632.186482136996,14589.7605597554,279240.68621339,101884.6296821048,14416.797275384504,17079.302705743285,11754.291845025724,36.473576722020496,False,63.73,90.27,2227847638503.0,42731.0,68006.99636434,28025172.3225,17608758.1817911,151855.056375,1.05005422013,?,13.025,16807062.5,187919737801.0,10945.0
2018-01-17,11352.44180297,11787.88273829,9165.7533757,11142.36693025,13134.222571759596,14614.4564791118,293630.57143362,109686.7315343008,14251.595031192006,17272.18627358013,11231.003788803882,35.76759373022591,False,63.97,89.12,2227847638500.0,44418.0,77483.2420146,29865677.22,18494733.4362,152032.445681,1.06221141317,?,13.025,16808037.5,182610291868.794,11815.0
2018-01-18,11201.82989734,12089.16595807,10671.03911728,11275.41622875,12762.461303157676,14642.9921131462,174729.43627868,113890.44843191378,14091.715487130505,17375.531707665567,10807.899266595445,36.58811486650863,True,63.95,87.57,2227847638500.0,49989.0,68354.9718281,32739932.5047795,19159214.877,153029.607111,1.05084887283237,?,13.425,16811312.5,190731457101.0,11360.0
2018-01-19,11259.76683869,12001.4620675,11009.93152944,11545.20379408,12519.00980134214,14675.0844301906,102290.125592,112445.94418167876,14037.879570502006,17449.146432334735,10626.612708669276,38.30899819392625,True,63.37,87.97,2227847638503.0,43462.0,45035.72894842,28241982.9,18273239.6226134,152387.221362,1.04835652121,?,13.075,16813375.0,192049767135.0,?
2018-01-20,11541.88900854,13017.80647284,11516.92383707,12768.30373136,12568.868587345713,14712.987076874,95394.78715891,112822.37873724628,13981.312448927503,17437.102534122747,10525.52236373226,45.52655635189035,True,63.37,87.97,2227847638500.0,46473.0,36224.0867881,33309440.4533,19712949.4111,152584.190571,1.10656858989,?,13.075,16813600.0,195247228831.954,?
2018-01-21,12771.18951401,12771.18951401,11111.04279155,11536.32356684,12362.35958324457,14725.7883088192,103332.30777711,115062.17823565028,13886.609442217004,17497.91116108133,10275.307723352678,40.39947042087932,False,63.37,87.97,2227847638500.0,41987.0,30479.8553076,31881234.2280697,20709671.5723,153581.391891,1.07749285561497,?,7.45,16817937.5,193494205427.0,10355.0
2018-01-22,11545.46404515,11889.70445832,10041.88342193,10788.00700271,12047.489067137656,14717.636615724,139254.95838092,116416.75087770176,13689.518441730504,17518.902843466454,9860.134039994557,37.6275660210331,False,63.49,88.31,2227847638503.0,45659.0,62851.14073565,24447639.6433,18494733.4362209,152966.215098,1.0810381018,?,11.6,16819112.5,189753227225.0,11095.0
2018-01-23,10799.22742162,11385.75896139,9973.26191515,10839.47175219,11805.885604148123,14702.217040889802,133078.44901604,118965.4258998908,13474.561836560004,17434.857664778814,9514.266008341192,37.94292345711046,True,64.47,89.91,2227847638500.0,43403.0,55403.4881775,27086864.964,19602202.5043,153155.666102,1.07034465537,?,11.6,16822237.5,188797048086.0,11155.0
2018-01-24,10843.06087423,11490.95272296,10496.92416676,11404.90510845,11725.6895050085,14696.870065361802,93789.83456981,119191.08177513578,13285.227005372004,17261.104635228687,9309.349375515323,41.44579885860996,True,65.61,92.08,2227847638500.0,47828.0,57369.207236,27243321.4419195,19491455.5975,154152.788631,1.06999395454545,?,7.8,16824437.5,189817650188.0,11200.0
2018-01-25,11375.85462369,11711.733989,10919.25468901,11140.29391707,11608.6103874208,14645.7399288024,77602.65693476,117419.3367077808,12994.111850900004,16693.32100429298,9294.902697507032,40.299380290834094,False,65.51,89.91,2460585023617.37,45624.0,50993.02969018,23853113.88,20445148.5647756,153519.416674,1.11032681013,?,11.375,16824625.0,193146695000.0,10965.0
2018-01-26,11131.14090308,11614.93038032,10337.31932624,11097.13640353,11506.31559064264,14531.3060186104,119337.51878278,120153.8345441778,12692.203076083504,15949.402536937128,9435.003615229882,40.104535375751325,False,66.14,90.31,2603077300220.0,43761.0,66391.8885903,22680092.5125,20056949.5414,153681.023905,1.04262729677,?,11.375,16828350.0,184603886255.0,?
2018-01-27,11095.83151783,11575.810489,10857.10368905,11409.87916766,11487.028306046112,14438.7971666268,74388.64351191,120758.20674304428,12455.434768349003,15341.48434725754,9569.385189440463,42.28232089682286,True,66.14,90.31,2603077300220.0,38711.0,38820.9081086,23938854.8917502,20315748.8903,154678.175698,1.03854792993631,?,11.775,16830137.5,193125827812.5,?
2018-01-28,11409.09556383,11934.39444131,11359.23669482,11688.0829716,11527.23923915689,14375.394917909,69844.40139127,117998.53291524478,12290.455713996003,14946.719733002808,9634.191694989198,44.22508712525162,True,66.14,90.31,2603077300218.0,38714.0,41384.75322706,24143236.92,20445148.5647756,154006.975327,1.03100884177,?,11.95,16832287.5,198043813362.0,11170.0
2018-01-29,11686.83987203,11765.05690334,11015.30347277,11164.48015594,11454.687422513513,14297.5309733882,64131.7389207,116776.26956292675,12126.999169340505,14633.751571182644,9620.24676749836,41.40058590769552,False,65.56,87.47,2603077300220.0,45654.0,65418.7396209,21651636.805,19151151.8202,154157.665063,1.01817389189,?,11.95,16834137.5,188755376010.0,9940.0
2018-01-30,11165.78035543,11196.46334977,9803.99108113,10042.83286872,11172.31651175481,14164.1057184802,146946.72322469,118260.69741804629,11885.579492573004,14212.222347284762,9558.936637861249,36.08406478810967,False,64.5,86.56,2603077300220.0,45263.0,59703.2921838,24473743.4213841,21609745.6349,155153.771754,0.987508670658683,?,12.275,16835675.0,174843810283.589,10000.0
2018-01-31,10037.22194013,10333.80929065,9632.78833577,10162.1533678,10970.283882963848,14024.2175541184,106052.46139806,116874.37940071376,11729.416878661004,14078.428754954932,9380.405002367075,37.0107472559767,True,64.73,87.66,2603077300218.0,33656.0,63559.56645855,15840583.36,15139761.9118908,154444.590275,1.04283131624,?,15.675,16837687.5,170481810440.0,9090.0
2018-02-01,10161.97706429,10198.08293949,8574.89520293,9046.87168657,10585.601443685078,13877.677564053598,180356.71253938,122026.29335377876,11491.575729568003,13914.439163164468,9068.712295971538,32.29726632442596,False,65.8,87.6,2603077300220.0,52539.0,83063.2152074,19329173.7333,20703947.9137,154613.224383,1.053963175,?,15.675,16839687.5,152959231815.0,8585.0
2018-02-02,9046.77163828,9118.71269016,7685.55804042,8842.01130594,10236.883416136065,13724.0283687194,261118.04261114,132293.96613508376,11223.552638155505,13572.417701766308,8874.687574544698,31.503610300045395,False,65.45,83.88,2603077300220.0,39185.0,78445.2930865,20349765.9537948,21739145.3094,155610.347284,1.02247852380952,?,12.475,16841225.0,152286777062.5,?
2018-02-03,8835.19802567,9481.0988824,8172.78200699,9232.43198074,10035.993129056851,13556.7136393116,111415.04844941,134614.27584961877,11003.692791783502,13230.54828101197,8776.837302555034,34.79231479440837,True,65.45,83.88,2603077300218.0,37380.0,44026.55134195,18561807.1917,20445148.5647756,154942.458339,0.996566860759,?,10.475,16843762.5,152885414136.0,?
2018-02-04,9232.25596038,9366.22415534,7842.35476521,8181.68433395,9665.13137003548,13333.8627575092,147208.45946559,138657.17818250824,10733.227933742,12951.383517295932,8515.072350188068,30.542138760230216,False,65.45,83.88,2603077300220.0,29618.0,43401.4694508,19061071.0683,23033142.054,155118.765194,0.990487949438,?,10.475,16845987.5,141517216815.0,7260.0
2018-02-05,8174.01346567,8344.36662165,6569.24443263,6889.92528134,9110.090152296383,13091.073020856198,302836.69671147,139836.97870741223,10509.889077774502,13266.1808235657,7753.597331983303,26.290214712850016,False,64.15,83.07,2603077300220.0,40852.0,76759.4260742,19165215.2614707,23938939.7752,156115.914121,1.10273347027027,?,9.275,16846750.0,134361254625.0,7550.0
2018-02-06,6906.4809849,7938.29584032,5925.12233336,7691.71244478,8826.414610793108,12866.4433210446,446214.19374512,147466.15982298722,10337.356353501002,13335.104222203892,7339.608484798111,32.56546018288982,True,63.39,82.1,2607870187292.06,46362.0,95492.16115286,17000620.9333,24293141.3193202,155504.250044,1.06752445882,?,7.43333333333333,16850425.0,129506188061.0,8245.0
2018-02-07,7690.0500791,8592.89073164,7212.42947785,7575.60037636,8576.251763906486,12665.554326885798,238184.76373372,150638.92619573924,10152.3655608815,13345.964449352188,6958.766672410813,32.138745642967805,False,61.79,80.54,2874674234420.0,40090.0,77775.5872248,14762174.0625,20149017.2119,155655.362901,1.07172239007,?,7.43333333333,16852187.5,136502016576.0,8325.0
2018-02-08,7580.40759431,8631.35462546,7576.90699583,8242.15647588,8509.43270630119,12500.6760679422,164230.09792503,153735.92481239076,9987.2131949715,13217.035593415583,6757.390796527415,37.22405642740399,True,61.15,79.86,2874674234420.0,35811.0,84370.0927773,14093910.2289136,18720008.899,156652.542616,1.04830522900763,?,8.86666666667,16852262.5,129231574981.25,8610.0
2018-02-09,8240.275986,8725.83519233,7758.27620859,8687.74664427,8545.095493894953,12362.524284546398,136953.26385499,155813.84864719474,9783.185340617,12792.51633155858,6773.854349675421,40.4373696520673,True,59.2,78.35,2874674234415.0,34678.0,62602.00476639,14685356.425,19291612.224166,155937.97688,1.07619254815,?,12.2,16855512.5,143870507869.0,?
2018-02-10,8685.10563149,9070.84432168,8164.50139971,8558.6879309,8547.813981295962,12257.299705806998,129612.08799956,157127.83765831724,9634.303558820002,12575.832060546469,6692.775057093536,39.801892487520725,False,59.2,78.35,2874674234420.0,34213.0,43134.4044538,15154655.1653,20434818.8745,156085.952197,1.03479242657,?,12.2,16857300.0,140250655239.0,?
2018-02-11,8559.73860462,8559.73860462,7850.02680684,8074.797721,8453.21072923677,12126.6971196888,98335.36274583,155081.85787656272,9498.643094734503,12464.98431663661,6532.301872832397,37.42698816173335,False,59.2,78.35,2874674234420.0,27976.0,34888.3410872,16243960.9275333,21578025.5248,157083.07799,1.00691915231788,?,9.45,16857800.0,134862400000.0,8860.0
2018-02-12,8081.89534387,8978.82316446,8081.89534387,8892.94937826,8541.158459041415,12025.616276584798,105930.46898633,153724.45887507722,9401.316976038,12312.51937867824,6490.114573397761,43.55907353393521,True,59.29,81.08,2874674234415.0,41634.0,61562.04054981,18398084.88,23721537.9941597,156410.851393,1.04129159036,?,10.2,16861262.5,148570372921.0,8700.0
2018-02-13,8898.2093004,8932.80751503,8376.89108856,8518.96484584,8536.719736401132,11918.200306834002,81154.38068493,153092.6861808332,9257.0199629075,12039.940891106726,6474.099034708276,41.55440439530754,False,59.19,81.06,2874674234420.0,39126.0,75282.9383689,17728596.585,23435736.3316,156580.256203,1.03295615854,?,10.2,16863325.0,143220219225.0,9290.0
2018-02-14,8519.69905222,9499.93190419,8519.69905222,9478.53656791,8725.083102702905,11793.036644222198,116766.62910116,155050.8847891532,9173.932095449502,11822.989339396376,6524.874851502627,48.1482122691373,True,60.6,85.5,2874674234420.0,42611.0,74825.7750061,20752674.9936762,25579248.8009,157577.403619,1.01583483240223,?,11.05,16865550.0,157433725215.0,10090.0
2018-02-15,9476.20580256,10217.1708899,9357.16732106,10025.82606394,8985.231694950324,11685.6141102464,149372.86477069,156552.6520885487,9120.366578470002,11652.44653926439,6588.286617675615,51.508485581833,True,61.34,85.48,2874674234415.0,43135.0,68822.86329125,16527155.601,18720008.8990056,156901.460878,1.06389496183,?,8.48333333333333,16867187.5,168286527234.0,10020.0
2018-02-16,10014.38716368,10292.80754674,9716.75193039,10175.28380507,9223.24211697426,11600.1915500658,92825.51926139,157474.4958760227,9058.6368103405,11418.802728776518,6698.470891904482,52.41539378989907,True,61.68,83.23,2874674234420.0,39807.0,60534.4722056,19925190.5792,22435430.5125,157056.833478,0.989634394904,?,8.48333333333,16868837.5,169076356149.14,?
2018-02-17,10174.37844561,11122.62338575,10060.39619774,11093.79382165,9597.352457909408,11532.6072842992,105680.88669027,159266.3201409727,9028.922352843,11267.76731302969,6790.077392656312,57.65662396037999,True,61.68,83.23,2874674234420.0,35640.0,34855.8138494,20350444.8424035,21292223.8622,158053.999484,0.973017181208054,?,6.61666666667,16871012.5,182915376933.0,?
2018-02-18,11102.96398681,11285.23997088,10164.89958353,10398.38063888,9757.558094103526,11488.136454543805,137900.40992239,162954.7536910572,8990.617376990002,11104.741177626656,6876.493576353348,52.9053502243692,False,61.72,83.23,2874674234415.0,32328.0,40629.6018078,21269179.125,23149934.6689992,157359.401239,0.97276667284,?,6.96666666666667,16873037.5,177222546652.0,?
2018-02-19,10402.1728699,11254.6018339,10325.32939321,11165.92834732,10039.23214474682,11433.462098233202,96134.39754602,160414.1374071237,9046.772150920002,11323.144283326765,6770.400018513241,57.10677583947728,True,62.38,83.23,2874674234420.0,42648.0,62487.0405013,22566369.915,23149934.669,157522.467859,1.00658407407,?,6.96666666667,16874375.0,187094632812.5,11735.0
2018-02-20,11163.0111163,11769.86898344,11097.28420498,11227.65088331,10276.915892459456,11389.407441878402,127843.5999411,161503.6943342757,9100.047026695504,11523.463745488783,6676.630307902221,57.43562326884849,True,61.9,80.83,2967853337740.0,45657.0,59724.4129187,20908106.0649931,21079198.6661,158519.660286,1.01084026241135,?,8.41666666667,16876825.0,192233646840.0,10370.0
2018-02-21,11223.25536854,11268.77019848,10239.47477161,10459.45298895,10313.423311757564,11303.999961408605,160437.46076628,160507.7317456207,9170.676091814505,11665.075042313743,6676.27714131526,52.08356876194284,False,61.68,80.51,3007383866429.0,45683.0,51211.10005877,22261055.1875,25265138.8267172,157831.477328,0.985094627219,?,6.88333333333333,16878937.5,177782332242.0,10095.0
2018-02-22,10453.73819901,10929.26801878,9730.05200855,9830.89211603,10216.917072612052,11197.845726617204,154049.71615417,155154.3154227722,9220.120132319002,11725.67799497505,6714.5622696629525,48.13147470414055,False,62.77,80.02,3007383866430.0,40156.0,48766.844804,18506552.0508,22275181.5691,157968.401825,0.918956355705,?,6.88333333333,16879900.0,172934575500.0,9950.0
2018-02-23,9824.04296676,10396.23918713,9590.86102652,10153.13262201,10204.160182491642,11097.076344413204,120656.73596484,155616.3997985437,9266.155164382502,11804.543521445035,6727.766807319967,50.21704429751824,True,63.55,80.53,3007383866430.0,39850.0,44912.7350371,19432244.5627423,22125683.7062,158965.610932,1.00629297297297,?,9.11666666667,16882650.0,171563458942.0,?
2018-02-24,10151.62949738,10509.73923896,9375.51767483,9684.30451804,10100.189049601311,10951.510494643804,109728.10383051,153742.3820167897,9341.286173587005,11835.397469635214,6847.174877538791,47.24087966079641,False,63.55,80.53,3007383866429.0,32952.0,39609.63501531,18033349.182,21677190.1175976,158266.377821,1.02789404138,?,14.75,16884462.5,163744774409.0,?
2018-02-25,9678.59186632,9858.33849773,9305.72110098,9581.37777017,9996.42679371505,10800.431812050005,66569.3514123,141929.0147518312,9475.858798028505,11702.481070040834,7249.236526016171,46.58808000913528,False,63.55,80.53,3007383866430.0,30379.0,33478.7660632,20726468.25,25564134.5525,158387.815406,0.710161315789,?,14.75,16885425.0,161964996600.0,10250.0
2018-02-26,9587.05669891,10444.1644926,9392.01255035,10307.10389968,10058.56221490804,10683.668983596604,103916.22839479,124814.1164843147,9606.628370773502,11702.100169543344,7511.15657200366,51.660268290798335,True,63.91,81.27,3007383866430.0,41805.0,39595.2994438,18189790.7038972,21079198.6661,159384.300932,0.982314460992908,?,6.5,16888362.5,174770964462.0,10660.0
2018-02-27,10310.96433707,10856.20296122,10141.12215904,10563.62894006,10159.575559938432,10595.1882812246,84744.34295895,117142.0954455762,9756.029798958503,11669.109511769557,7842.950086147454,53.34674674905779,True,63.01,78.97,3007383866429.0,47950.0,57212.37550134,21592349.9667,23919658.0607974,158688.912489,1.01619215,?,10.625,16890362.5,181805891408.0,10645.0
2018-02-28,10561.70145806,11046.63862678,10274.75243348,10303.71174887,10188.402797724746,10512.590295221002,90512.8506102,113456.23307983468,9859.107562608004,11653.265443653989,8064.949681562018,51.39038849411522,False,61.64,78.27,3007383866430.0,41246.0,61330.9879489,20144045.5125,23172168.7464,158852.316031,1.0542164,?,10.625,16890950.0,184499846850.0,11065.0
2018-03-01,10304.66906147,11067.97481679,10219.12414145,10903.28168432,10331.378575043796,10433.231400826,74455.45826844,110331.34280050718,9969.884314610505,11734.412349545404,8205.356279675605,55.44908520293356,True,60.99,78.93,3007383866430.0,52215.0,62796.3677376,23098876.8038155,24667147.3752,159849.508816,1.06824052121212,?,10.725,16894362.5,185996484778.0,11060.0
2018-03-02,10904.59444228,11165.63790229,10787.36209937,11019.90219235,10469.083298505037,10387.9213317522,64901.425422,107095.80967162918,10092.945027683005,11788.585287790816,8397.304767575195,56.21487713504691,True,61.25,78.75,3007383866429.0,44116.0,68621.58970732,21569895.065,23321666.6092775,159162.901775,0.861064474359,?,11.65,16896312.5,186802505182.0,?
