time,open,high,low,close,EMA,MA,Volume,Volume MA,Basis,Upper,Lower,RSI
1339804800,6.4784984,6.60757513,6.13910843,6.42058791,5.95574688665776,5.245056136799989,91088.04312186,54433.36261883498,5.541643819999989,6.323522736423343,4.759764903576635,79.27004694059139
1339891200,6.44632643,6.52645895,6.11894984,6.1937693,6.003351369326208,5.2693455011999895,54327.26594781,55264.38142195097,5.59454228499999,6.402164310849029,4.786920259150952,68.71189175989615
1339977600,6.19220612,6.35966181,6.00900438,6.30123832,6.062928759460966,5.297334559799989,51711.886042,54412.918138074965,5.65210570099999,6.488379641194864,4.815831760805116,70.70298494987296
1340064000,6.29089922,6.52478513,6.24,6.49232908,6.148808823568773,5.328321863399989,48788.69099387,54555.11721288647,5.7194747964999895,6.59751399445507,4.841435598544909,73.88526886039773
1340150400,6.44257919,6.69998424,6.16275845,6.69943082,6.258933222855019,5.362329187199989,71843.45811825,55884.456300955964,5.79461961899999,6.735754720574949,4.853484517425031,76.82353714730333
1340236800,6.68274957,6.79997173,6.3426115,6.63727181,6.334600940284015,5.394780591599989,55481.55119498,56095.97009204846,5.8627400619999905,6.840061321568147,4.885418802431834,74.12771326576843
1340323200,6.65728894,6.70420737,6.43925537,6.458,6.359280752227212,5.422118331999989,61062.55356508,58108.476670077966,5.92319106199999,6.89069617662016,4.95568594737982,66.84249652419676
1340409600,6.54786725,6.61824042,6.15164109,6.43890793,6.37520618778177,5.449552034599988,25477.63414567,58564.45367773847,5.9848394314999895,6.9182027992696264,5.051476063730353,66.09746885697726
1340496000,6.42805109,6.46868638,6.12776566,6.35002,6.370168950225416,5.475016592399989,41356.66899111,57895.624755888464,6.039377212499989,6.922920780480004,5.155833644519975,62.59912526819428
1340582400,6.35144725,6.4060665,6.09487787,6.30486378,6.3571079161803326,5.500458238199989,71867.36621464,56892.09164111747,6.0844231724999895,6.92458647798587,5.244259867014109,60.83751997988599
1340668800,6.32933647,6.46897225,6.10058229,6.4195,6.369586332944266,5.527162517199988,57738.43277989,57493.86372492897,6.132251562499989,6.93345643680537,5.331046688194608,63.63527455207987
1340755200,6.45941787,6.648626,6.21339993,6.59762343,6.415193752355413,5.558610203799989,58833.93834073,57674.61823763147,6.182582733999989,6.967770537995209,5.3973949300047686,67.51823465308772
1340841600,6.6469649,6.66649104,6.29133703,6.60594329,6.453343659884331,5.590596966799989,49299.76135949,57047.750779976464,6.231230551499989,6.994440333716926,5.468020769283052,67.69176502601431
1340928000,6.60729373,6.66999743,6.21907282,6.62351137,6.4873772019074645,5.626243521599988,39131.31211241,56763.99171509796,6.284409599999989,6.999829194577849,5.56899000542213,68.0795560600028
1341014400,6.65646929,6.69399984,6.32723961,6.68999,6.527899761525972,5.660867125799989,27975.94935606,56551.850369615466,6.345595689499989,6.9747842713094075,5.7164071076905705,69.56808164831475
1341100800,6.68998817,6.69383234,6.5228631,6.62899,6.548117809220777,5.694523125799988,25440.15667857,55443.05595154296,6.397841289499989,6.931733122517116,5.863949456482862,66.50354623930482
1341187200,6.60918685,6.765,6.32084369,6.75998215,6.590490677376621,5.731092219599989,44304.43388269,52952.09894722097,6.450838896999988,6.901001739955231,6.000676054044745,69.60041233619357
1341273600,6.75999418,6.75999418,6.41934259,6.44999143,6.5623908279012975,5.759950762599988,77001.25682594,53554.06662451398,6.477590061999988,6.854886674384902,6.100293449615075,56.32834210100509
1341360000,6.44997359,6.55,6.27149476,6.5101,6.551932662321038,5.7894526579999885,39364.25857337,53287.87296331847,6.505102416999989,6.798233855841122,6.211970978158856,58.00074470553663
1341446400,6.47946206,6.73629223,6.358,6.61332389,6.564210907856831,5.820901691399988,51124.47447789,52160.95463611547,6.50976872549999,6.806647397907311,6.212890053092669,60.778499280836016
1341532800,6.66489514,6.70505582,6.36612242,6.63676945,6.578722616285464,5.851640374999988,48167.8114744,50014.94305374247,6.52057780249999,6.81941688090509,6.221738724094891,61.40291221672341
1341619200,6.69999938,6.86823616,6.505,6.79665797,6.6223096870283715,5.885213334399988,42844.14339912,49440.78692630796,6.55072223599999,6.83277425179504,6.26867022020494,65.44328545476743
1341705600,6.7698635,6.84988,6.5049107,6.79898,6.6576437496226974,5.918889596999988,21742.96086171,47942.340667293465,6.575609319999989,6.8530148181839285,6.29820382181605,65.49976928964593
1341792000,6.79861294,7.05675562,6.51487781,6.83808731,6.693732461698158,5.953850943199988,74726.28754962,49239.22049508097,6.59289723149999,6.88979812785864,6.295996335141339,66.49311536569607
1341878400,6.83755214,7.24139446,6.735,7.19979689,6.794945347358526,5.996046146399989,78786.24277736,49586.35972803646,6.61791553499999,7.014200834021033,6.221630235978947,73.96089354214523
1341964800,7.19972914,7.24984161,6.92672533,7.15094395,6.866145067886821,6.037102187799989,45136.76984739,49069.12066065696,6.64359914199999,7.103112333006757,6.1840859509932224,71.63858595705659
1342051200,7.16746427,7.71720722,6.99,7.66754934,7.026425922309457,6.087664193599989,70783.87024483,49555.18649464446,6.704076608999991,7.336000393917803,6.0721528240821785,79.10881069119449
1342137600,7.74834467,7.77222989,7.407,7.66481235,7.154103207847566,6.138579798599989,70265.75310859,51794.59244279047,6.76537182999999,7.510246987739606,6.020496672260373,78.99010339026762
1342224000,7.60011,7.66498993,7.401,7.55994451,7.235271468278053,6.186895282399989,17750.17306241,50614.26764635546,6.82586805549999,7.6208306632006355,6.030905447799345,74.38447720620735
1342310400,7.59156649,7.69503036,7.3629521,7.62101,7.312419174622442,6.237250682399989,29387.72769533,48490.28572038996,6.891675366499991,7.720411868821901,6.06293886417808,75.28804614766898
1342396800,7.68137306,8.51611341,7.4,8.46419272,7.542773883697953,6.300128149799989,112132.51989529,51209.990076159964,6.993910002499989,8.04031755080728,5.947502454192698,83.79042218586696
1342483200,8.45683227,9.31781294,7.61137918,8.77997904,7.790214914958363,6.3730117305999885,221151.26956382,59325.856637314464,7.103027782999989,8.389084511493705,5.816971054506273,85.76568982070431
1342569600,8.81282779,9.31244473,8.60363083,9.0738019,8.04693231196669,6.451488368599989,116785.69135248,62700.15313696397,7.226420713499989,8.749709974646958,5.70313145235302,87.31462901659627
1342656000,9.03655094,9.19988959,8.83610024,8.83610024,8.204765897573353,6.525311429999989,54383.11633136,63462.74334791147,7.337050156999989,8.98537305569429,5.688727258305689,79.75362143964531
1342742400,8.85688754,8.90587471,7.76992891,8.56796699,8.277406116058682,6.592740082399989,161061.17430411,70117.00459531396,7.430949006499989,9.13417954967593,5.727718463324049,72.16247734470892
1342828800,8.55918661,9.12592766,8.106,8.84553,8.391030892846945,6.6641534233999895,145506.22811243,76120.30816700697,7.5417760064999895,9.30910280573787,5.7744492072621085,74.83293109351165
1342915200,8.94387735,8.94454452,8.38860745,8.41114677,8.395054068277556,6.727396758799989,32985.67307834,75554.37012678946,7.62433423749999,9.392129855594607,5.856538619405372,64.41796989357162
1343001600,8.4120205,8.98858107,7.80464928,8.44563976,8.405171206622045,6.792190743199988,156863.05409194,79547.45999008947,7.72411665399999,9.440032610897823,6.008200697102156,64.83647406585622
1343088000,8.44839364,8.786926,8.3,8.5865645,8.441449865297637,6.858736745599989,46785.95830909,79918.54497687546,7.82793987899999,9.48783339760747,6.168046360392509,66.56664916760283
1343174400,8.57993194,8.80186016,8.2420425,8.80186016,8.513531924238109,6.926695057199989,70026.84389802,80863.66344788196,7.93736669249999,9.550436847721338,6.3242965372786415,69.0704722935801
1343260800,8.80037536,8.89998,8.43620616,8.89336568,8.589498675390487,6.995303726799989,36641.4769104,80287.34671968195,8.05019650399999,9.597952697847658,6.5024403101523225,70.09554879737834
1343347200,8.88621154,8.94677788,8.638,8.9,8.65159894031239,7.061483726799988,29749.85671245,79632.63238534846,8.15536360549999,9.632343694655033,6.678383516344946,70.17273332546813
1343433600,8.85246249,8.99049429,8.63916484,8.80639262,8.682557676249912,7.124951840399989,19829.69828038,79536.96925628197,8.25573423649999,9.618813686855441,6.892654786144539,67.5245122940604
1343520000,8.77836342,8.88799401,8.58580304,8.75304987,8.69665611499993,7.188814229799989,13235.27513012,76462.41863530697,8.35148236449999,9.563437305139747,7.139527423860233,65.99605328402583
1343606400,8.67687192,9.15208579,8.58053679,9.09171106,8.775667103999945,7.261323086799989,61421.94989105,75594.20399099149,8.44607807299999,9.57627858785038,7.3158775581496,70.55331039205376
1343692800,9.0885416,9.46740731,9.06720608,9.32804921,8.886143525199955,7.336202510999989,73958.53709601,77035.29235342248,8.554933335999989,9.579655478156278,7.5302111938437,73.2478579364474
1343779200,9.29734792,9.75933157,9.1,9.54492866,9.017900552159965,7.413100484199988,78775.14687969,77434.8561851655,8.64880230199999,9.675124870469922,7.622479733530057,75.46645734289181
1343865600,9.55038309,10.83582378,9.34545833,10.56189362,9.326699165727971,7.506038993999988,134309.78748207,80637.0579038395,8.793656365499988,10.02155849872355,7.565754232276425,82.7080791363829
1343952000,10.6342993,11.10991636,10.28,10.91150508,9.643660348582378,7.605072037599988,70067.49142244,83252.92382184099,8.96123439399999,10.37122081707388,7.551247970926099,84.4115788283683
1344038400,10.97864635,11.21021239,10.54190313,10.8660276,9.888133798865903,7.691992635199988,57667.97701789,84666.93628796899,9.12348527399999,10.623207737417754,7.6237628105822255,83.26251602769078
1344124800,10.79218563,10.94677515,10.19953997,10.79476149,10.069459337092722,7.779476106799987,75808.19623914,82850.7201051615,9.240013712499989,10.872971600213067,7.607055824786912,81.39270141108162
1344211200,10.86130755,11.08675535,10.34,10.85509372,10.226586213674178,7.872702595199988,59654.67616676,74775.8904353085,9.343769446499987,11.105263346528531,7.582275546471444,81.76602158882332
1344297600,10.8471604,10.98062966,10.62091754,10.92871054,10.367011078939342,7.965252039599989,49430.80589183,71408.146162276,9.436514878499988,11.322326390276963,7.550703366723013,82.23439317681033
1344384000,10.93654943,11.10426486,10.81734646,11.05918789,10.505446441151474,8.056589215799988,36314.03292933,70504.69199217448,9.547669260999989,11.537990306404431,7.557348215595547,83.06471121045982
1344470400,11.05537517,11.91077829,10.87804038,11.16506716,10.637370584921179,8.145901942599988,111560.18428669,68029.64249130349,9.677524269499989,11.733043779411553,7.622004759588425,83.72926786851897
1344556800,11.16417899,11.57434089,11.01203169,11.41604808,10.793106083936943,8.241477467999989,74553.65873199,64482.01402228149,9.806050173499989,11.95666286263534,7.655437484364637,85.21076113519251
1344643200,11.41387693,11.61195173,11.25,11.51613158,10.937711183149554,8.342640099599988,23601.58767642,64012.809752185494,9.96129941399999,12.134879459528284,7.787719368471697,85.76728870990814
1344729600,11.5102,11.76173,11.33836697,11.62391204,11.074951354519644,8.44634018179999,33687.29499029,57854.02179710299,10.12021302799999,12.292043449311667,7.9483826066883125,86.36245627025974
1344816000,11.6239462,12.01744215,11.4,12.01744215,11.263449513615715,8.559688624799989,65418.46253402,58785.64700834949,10.29175691049999,12.493714737350416,8.089799083649563,88.2881976565628
1344902400,11.95579113,12.29301599,11.87484474,12.17518431,11.445796472892573,8.677095035399988,50084.95469048,57788.55254797249,10.46042311799999,12.696564079886206,8.224282156113775,88.96108549258878
1344988800,12.19000471,13.24981846,12.04,13.24981846,11.806600870314059,8.813701404599989,64812.6418186,59197.11079338249,10.678245756999988,13.102199359109143,8.254292154890834,92.23441994688368
1345075200,13.2348952,13.49442448,12.70008751,13.49442448,12.144165592251246,8.951637425599989,105972.53184475,63008.244549997486,10.90796698099999,13.480554127759335,8.335379834240646,92.76062642136246
1345161600,13.38048043,15.2674065,10.9732718,11.71689668,12.058711809800997,9.053856493399989,239132.18614491,73973.36894322399,11.053492183999989,13.457872516114932,8.649111851885046,60.61623595717739
1345248000,11.61432119,12.81829178,11.12172199,11.55543418,11.958056283840797,9.15249494959999,94423.39889796,78032.77513161598,11.19361139949999,13.36028936096846,9.026933438031518,58.62880292713077
1345334400,11.53408635,11.62033412,7.67058054,7.88013973,11.142472973072637,9.176297944199991,252967.79126637,87610.06720038198,11.13303283299999,13.580896438537298,8.685169227462683,32.504250980174746
1345420800,8.06664508,10.42104038,8.06664508,10.0377956,10.92153749845811,9.24447405619999,206507.07995587,94237.49434337499,11.16852015249999,13.529730557225337,8.807309747774644,47.3395715657179
1345507200,10.00172361,10.28419007,9.73613812,9.90135998,10.717501994766488,9.30730161279999,79904.92096808,94293.98304779448,11.18634171849999,13.503230420223655,8.869453016776326,46.641463023486494
1345593600,9.98375705,10.20700723,9.66275139,9.75840265,10.52568212581319,9.37346983719999,79632.19170939,91560.10325916047,11.146167169999991,13.53181848356441,8.760515856435573,45.878037277965575
1345680000,9.78368293,10.24341362,9.76446404,10.0999997,10.440545640650553,9.44526783119999,60769.62872384,91095.21012423048,11.105591900999991,13.533065236765939,8.678118565234044,48.06551110639064
1345766400,10.10009012,10.61813716,9.85771065,10.61813716,10.476063944520442,9.52536409659999,101481.63300314,93285.89292349298,11.093197378999992,13.527957431488534,8.65843732651145,51.28194641040234
1345852800,10.60026034,10.61071928,10.20102371,10.55873578,10.492598311616353,9.60380342319999,44181.6528897,91704.56575602098,11.081396093499992,13.524102886389548,8.638689300610435,50.892801332834104
1345939200,10.59418589,10.63346437,10.31,10.556,10.505278649293082,9.67899026379999,29585.91164855,90201.12753011049,11.06644140749999,13.518152557627218,8.614730257372763,50.87365395569625
1346025600,10.58467783,12.03607692,10.5519031,10.94808846,10.593840611434466,9.76197243299999,189483.10556189,97203.74251361348,11.067410303499992,13.518918274991025,8.61590233200896,53.56978620705629
1346112000,10.962953,11.17907454,10.58785601,10.9702,10.669112489147572,9.844614686799991,65241.12348235,98650.0970412645,11.062960908999992,13.514835414932744,8.61108640306724,53.72402793880846
1346198400,10.93832886,11.11902989,10.6259588,10.9011639,10.715522771318058,9.91864202699999,60190.49789647,96081.61272175348,11.049765745999991,13.502140648143264,8.597390843856719,53.13057313231221
1346284800,10.79591847,11.18152849,10.606,10.77209399,10.726837015054446,9.99106502779999,35015.67358054,94104.71346418098,11.017568041499992,13.466768658668364,8.568367424331619,51.9746105654193
1346371200,10.77694718,11.0273068,9.70388351,10.16,10.613469612043557,10.04091404099999,74016.55672825,96625.46191677249,10.94976146249999,13.41503309120369,8.484489833796292,46.77693871099202
1346457600,10.1820032,10.41425372,9.80154154,9.96544,10.483863689634846,10.08692659399999,26006.01559178,96241.39794684699,10.866837860499992,13.34735007701811,8.386325643981873,45.22865200927887
1346544000,10,10.47430488,9.78717678,10.2069538,10.428481711707878,10.139866779799991,28638.30570975,94402.39010563349,10.776313442999992,13.214032361189261,8.338594524810723,47.54947748655459
1346630400,10.22503617,10.57124044,10.00146098,10.52911539,10.448608447366302,10.19802888759999,26011.7344787,93198.72909504449,10.694009996999991,13.04692978530073,8.341090208699253,50.558968618283444
1346716800,10.53,10.82340256,10.126,10.36650167,10.432187091893041,10.236075066599991,39589.05472367,91937.54974029798,10.549844157499992,12.591440918372356,8.508247396627628,49.029745017679026
1346803200,10.34330493,11.10040166,10.11174091,10.96987387,10.539724447514434,10.279872963199992,67249.64488362,90001.40539224149,10.42361662699999,11.974602801318097,8.872630452681884,54.525795253255325
1346889600,10.97621308,11.25629601,10.67,11.1865916,10.669097878011547,10.32212875719999,74797.13630521,81784.65290025648,10.39710137299999,11.875160025738301,8.919042720261677,56.34652922911646
1346976000,11.15208612,11.21092021,10.86,11.00721189,10.736720680409238,10.36555099019999,39822.89395764,79054.62765324049,10.36969025849999,11.77956681138621,8.959813705613769,54.40482809680753
1347062400,11.09792,11.20474516,10.72756261,11.037,10.796776544327392,10.41493165039999,28791.14719585,67845.79544971448,10.527533271999989,11.386359400016937,9.66870714398304,54.68409545830975
1347148800,11.04979193,11.21991603,10.84,11.02,10.841421235461913,10.458421050399991,16511.22974473,58346.00293915748,10.57664349199999,11.430148712542257,9.723138271457723,54.479016435921444
1347235200,11.08339011,11.18968041,10.80447879,11.16791801,10.906720590369531,10.51355647519999,47600.90215655,56730.80199858098,10.639971393499989,11.471325118379353,9.808617668620625,56.02437424537051
1347321600,11.08765727,11.33683211,10.84936474,11.18835863,10.963048198295624,10.56841085259999,76293.95925364,56563.89037579348,10.711469192499989,11.470029867167073,9.952908517832904,56.245428329495525
1347408000,11.19064557,11.37935071,10.87224113,11.34228118,11.0388947946365,10.623525186199991,64486.61791389,56749.73983529598,10.773583266499989,11.525106672029704,10.022059860970273,57.95919012622889
1347494400,11.29218512,11.399,11.06,11.35183535,11.101482905709199,10.67452468999999,25303.14168944,52940.815269610976,10.81026817599999,11.598587080205593,10.021949271794387,58.06897383789549
1347580800,11.3694656,11.78784644,11.24347693,11.74179696,11.22954571656736,10.73149331559999,49231.09666686,53193.28745846897,10.86942123499999,11.745974612158712,9.992867857841269,62.38640350028541
1347667200,11.74999999,11.78899,11.36106322,11.67184149,11.318004871253889,10.78693014539999,18231.08043416,52625.54589774947,10.92521330949999,11.855279909113909,9.99514670988607,61.16962890591403
1347753600,11.69260508,11.98462855,11.55046464,11.93874046,11.442151989003111,10.849577102199989,34321.38429798,44867.45983455398,10.974745909499989,12.004577336639672,9.944914482360305,64.05049456058359
1347840000,11.88299985,11.94998495,11.67230604,11.9110843,11.535938451202489,10.91273779079999,32975.81872649,43254.19459676098,11.02179012449999,12.129509366415919,9.914070882584062,63.524570707588765
1347926400,11.92776385,12.32412922,11.652,12.32412922,11.69357660496199,10.977386153999989,49537.70083851,42721.55474386297,11.09293839049999,12.33515451606655,9.85072226493343,67.7797630901199
1348012800,12.15550831,12.65015146,11.96300754,12.47953695,11.850768673969592,11.04041590879999,47279.37661229,43334.739895450475,11.17831053849999,12.548671868652105,9.807949208347873,69.23404692345594
1348099200,12.53472654,12.66,12.29676651,12.37449826,11.955514591175673,11.097007300799989,37872.24210031,41527.52416405348,11.289035451499988,12.670205930546803,9.907864972453172,67.03181630044709
1348185600,12.39547306,12.49993675,12.01207888,12.36383428,12.037178528940538,11.13304611399999,40606.1014704,42257.52845798448,11.40895516549999,12.724541141964345,10.093369189035634,66.79950462890929
1348272000,12.21215945,12.39456108,11.99572908,12.22520497,12.074783817152431,11.159320111799989,17204.34958498,41685.83065174598,11.509867723999989,12.748546203571738,10.271189244428239,63.70844440642079
1348358400,12.17459699,12.23788417,11.65717849,12.11047461,12.081921975721945,11.18420905199999,43718.119031,42571.14987936098,11.588935684999988,12.767531503803115,10.410339866196862,61.18503668637437
1348444800,12.12024249,12.279263,11.705,12.09995162,12.085527904577557,11.21031285459999,35724.48709979,42377.92149816698,11.675608182499989,12.730311026796752,10.620905338203226,60.94659326428121
1348531200,12.02754846,12.19749922,11.704,12.10347406,12.089117135662045,11.235280461399988,27279.3662375,40379.40756586098,11.732288191999988,12.750398821410071,10.714177562589905,61.00138038616373
1348617600,12.1973795,12.3999938,11.82428608,12.27946307,12.127186322529637,11.262295511999989,29081.95318277,38093.64840973898,11.78693176549999,12.799319383232003,10.774544147767976,63.73848932083834
1348704000,12.33402766,12.38773239,11.98011406,12.26580566,12.15491019002371,11.286427867399988,25767.42617305,37390.87502050948,11.849861453999988,12.815966795189652,10.883756112810325,63.36680678789517
1348790400,12.30796129,12.44986244,11.90390314,12.28,12.179928152018968,11.30872652419999,32685.0081678,37585.56806910697,11.912011453999988,12.81907491668959,11.004947991310384,63.604354771893014
1348876800,12.101,12.48149922,12.01132788,12.36309825,12.216562171615175,11.32766752759999,20551.47582216,37787.580372978475,11.979166366499989,12.807588945228112,11.150743787771866,65.03385960174978
1348963200,12.363,12.44799,12.00330843,12.39500306,12.25225034929214,11.345244957199988,9213.38075493,35868.20430289747,12.040520618999988,12.798271134469715,11.282770103530261,65.59263412634607
1349049600,12.24263852,12.439,11.86071441,12.16371106,12.234542491433713,11.356040937599989,35017.72106504,33804.39239346747,12.08928824049999,12.739266613924045,11.439309867075934,58.31696490745873
1349136000,12.17636115,12.8087583,12.0450105,12.5536937,12.29837273314697,11.366765968599989,65589.39888193,33859.53144186947,12.14985886649999,12.732376900090516,11.567340832909464,65.3049870809403
1349222400,12.84,12.98694864,12.25,12.9069764,12.420093466517576,11.38140181039999,46529.64492498,34920.85660364647,12.22761591899999,12.777542921367923,11.677688916632055,70.18181975767821
1349308800,12.88351,13.07857144,12.561,12.84930009,12.505934791214061,11.373391442999988,45905.83979755,34754.59376018097,12.28299107549999,12.848895931119305,11.717086219880674,68.48922560039892
1349395200,12.71835483,12.90854712,12.10093943,12.67828478,12.54040478897125,11.35706864899999,39150.9039536,35800.58493615297,12.33331323999999,12.849713941050647,11.816912538949333,63.59197075468393
1349481600,12.70900886,12.83909618,12.19410575,12.505,12.533323831177,11.372830715399989,27908.39010987,35479.93522674747,12.36162621699999,12.849705020419881,11.8735474135801,58.989261729365495
1349568000,12.58398517,12.60101113,11.57885624,11.80044866,12.3867487969416,11.377731004999989,70860.12940432,37374.15076063897,12.35609443499999,12.866471709377002,11.845717160622979,44.79338974034327
1349654400,11.971,11.99014102,10.65813674,11.75927985,12.26125500755328,11.455313807399989,106392.21830746,40216.87663408647,12.32785196649999,12.90085073514844,11.75485319785154,44.125175220327044
1349740800,11.76051518,12.23667575,11.67272327,11.90496413,12.189996832042624,11.492657177999991,51729.12019169,40439.36381305647,12.29912332549999,12.89594105917231,11.702305591827669,47.130793565206424
1349827200,11.91514879,12.18979669,11.80398272,12.07399493,12.166796451634099,11.53610987699999,34345.8176447,40263.04259027597,12.28409815899999,12.88766146757181,11.68053485042817,50.460508408859525
1349913600,12.06094367,12.151,11.74,12.03,12.13943716130728,11.58154182399999,25190.72873098,39492.27395330496,12.26740644499999,12.8796284792916,11.65518441070838,49.585166951419275
1350000000,12.01306374,12.1497158,11.81,11.9653681,12.104623349045823,11.618849191999988,24891.5007361,39876.63151086096,12.25441460149999,12.880537518149502,11.628291684850478,48.260678206529654
1350086400,11.97399717,12.10614419,11.63230002,11.88000412,12.05969950323666,11.644086531199992,18448.56581763,38613.153850192466,12.24289107699999,12.887399911529663,11.598382242470318,46.49420233728221
1350172800,11.86101,12.0298622,11.54602418,11.71666724,11.991093050589328,11.66724516039999,26079.10805991,38130.88489819846,12.223726857999988,12.905796162601357,11.54165755339862,43.23337563762214
1350259200,11.6324932,11.95600742,11.38825098,11.78924286,11.950723012471462,11.691910017599989,33463.41802237,38440.08748744197,12.208015297999989,12.914481323812366,11.501549272187612,45.07659717327438
1350345600,11.73870952,11.98979158,11.48820672,11.84430641,11.92943969197717,11.709834376599991,44269.89027491,39199.48434204896,12.186257464999988,12.909193497202715,11.463321432797262,46.496073828828656
1350432000,11.80619283,11.95119208,11.34689925,11.84210495,11.911972743581735,11.72727247559999,29403.79773216,39381.30292000446,12.16507242949999,12.902136803480236,11.428008055519744,46.44439229698512
1350518400,11.77142959,11.95984504,11.534,11.88422032,11.906422258865389,11.746933603999992,25568.84737367,39025.49488029796,12.145283445499988,12.890153493246522,11.400413397753454,47.64335428854669
1350604800,11.9348291,11.93986517,11.53643809,11.74040867,11.873219541092311,11.76629989759999,35690.23397186,39782.432787782964,12.114148966499988,12.871941829923044,11.356356103076932,44.019399971410074
1350691200,11.68249927,11.83149632,11.35683208,11.72749999,11.84407563087385,11.79764989739999,25620.13898878,40602.77069947546,12.080773812999988,12.844919154024154,11.316628471975822,43.698096547530724
1350777600,11.73853574,11.76521827,11.37,11.71292818,11.81784614069908,11.83259966099999,13344.92196402,39519.13074442446,12.05823466899999,12.837703985083078,11.278765352916903,43.313758434559006
1350864000,11.6310475,11.78981739,11.368,11.73125015,11.800526942559264,11.86308558799999,44758.19665427,38477.57063304146,12.01711249149999,12.774143617437971,11.260081365562009,43.9809188430363
1350950400,11.51973236,11.81996237,11.10272466,11.73387708,11.787196970047411,11.88718082179999,62189.63358822,39260.570066203465,11.95845752549999,12.604218634601901,11.312696416398078,44.08253460926677
1351036800,11.71391629,11.769,11.10124212,11.64999,11.759755576037929,11.91285058839999,27534.91990211,38342.024071431464,11.89849202099999,12.411263228285806,11.385720813714174,41.494068992913725
1351123200,11.65185451,11.69477,10.43746635,10.76130224,11.560064908830343,11.908679155799991,93694.17811702,41069.187779602464,11.802642893999991,12.405312671439617,11.199973116560365,24.848128628356193
1351209600,10.85346649,11.25497623,9.50128015,10.15253165,11.278558257064274,11.88799795679999,108635.00050363,45105.51829929047,11.68501947649999,12.553225736502108,10.816813216497872,19.173747912601684
1351296000,10.06187109,10.69047899,9.399,10.32914097,11.08867479965142,11.87443653839999,51905.14195876,44157.76892701247,11.61145409199999,12.658903934387318,10.564004249612662,24.556348136663857
1351382400,10.26118709,10.87,9.964,10.69943874,11.010827587721137,11.86768531319999,25689.26781528,40122.62140240347,11.55846203649999,12.67555757853929,10.441366494460688,34.41793753865478
1351468800,10.65115485,10.86623003,10.25810634,10.59015707,10.926693484176909,11.859088454599991,45229.63561066,39797.647173351965,11.49272168349999,12.673452573865516,10.311990793134465,33.04512109836013
1351555200,10.59005867,10.88999988,10.359,10.8868349,10.918721767341527,11.853466792399992,33445.68395025,39752.64048862946,11.433363681999989,12.61059602421625,10.256131339783728,40.03757009387724
1351641600,10.88741804,11.18196696,10.5623027,11.12457988,10.959893389873221,11.852191217399993,46734.05988521,40829.80704634097,11.388092675999989,12.539419145645805,10.236766206354172,44.995037802351554
1351728000,11.13605226,11.22094964,10.49047403,10.62990913,10.893896537898577,11.837943776399992,55758.55006472,42373.15951277196,11.32131972749999,12.485809833922335,10.156829621077645,37.96232295327296
